NumeroReuniaoCopom,ReuniaoExtraordinaria,DataReuniaoCopom,Vies,UsoMetaSelic,DataInicioVigencia,DataFimVigencia,MetaSelic,TaxaTban,TaxaSelicEfetivaVigencia,TaxaSelicEfetivaAnualizada,descisaoMonocraticaPres
87.0,False,2003-08-20T03:00:00Z,sem viés,False,2003-08-21T03:00:00Z,2003-09-17T03:00:00Z,22.0,,1.58,21.84,
86.0,False,2003-07-23T03:00:00Z,sem viés,False,2003-07-24T03:00:00Z,2003-08-20T03:00:00Z,24.5,,1.74,24.32,
85.0,False,2003-06-18T03:00:00Z,sem viés,False,2003-06-19T03:00:00Z,2003-07-23T03:00:00Z,26.0,,2.21,25.74,
84.0,False,2003-05-21T03:00:00Z,sem viés,False,2003-05-22T03:00:00Z,2003-06-18T03:00:00Z,26.5,,1.87,26.27,
83.0,False,2003-04-23T03:00:00Z,sem viés,False,2003-04-24T03:00:00Z,2003-05-21T03:00:00Z,26.5,,1.78,26.32,
82.0,False,2003-03-19T03:00:00Z,alta,False,2003-03-20T03:00:00Z,2003-04-23T03:00:00Z,26.5,,2.16,26.32,
81.0,False,2003-02-19T03:00:00Z,sem viés,False,2003-02-20T03:00:00Z,2003-03-19T03:00:00Z,26.5,,1.68,26.3,
80.0,False,2003-01-22T02:00:00Z,sem viés,False,2003-01-23T02:00:00Z,2003-02-19T03:00:00Z,25.5,,1.81,25.36,
79.0,False,2002-12-18T02:00:00Z,sem viés,False,2002-12-19T02:00:00Z,2003-01-22T02:00:00Z,25.0,,2.05,24.9,
78.0,False,2002-11-20T02:00:00Z,sem viés,False,2002-11-21T02:00:00Z,2002-12-18T02:00:00Z,22.0,,1.58,21.9,
77.0,False,2002-10-23T02:00:00Z,sem viés,False,2002-10-24T02:00:00Z,2002-11-20T02:00:00Z,21.0,,1.44,20.9,
76.0,True,2002-10-14T03:00:00Z,sem viés,False,2002-10-15T03:00:00Z,2002-10-23T02:00:00Z,21.0,,0.53,20.9,
75.0,False,2002-09-18T03:00:00Z,sem viés,False,2002-09-19T03:00:00Z,2002-10-14T03:00:00Z,18.0,,1.18,17.9,
74.0,False,2002-08-21T03:00:00Z,baixa,False,2002-08-22T03:00:00Z,2002-09-18T03:00:00Z,18.0,,1.31,17.87,
73.0,False,2002-07-17T03:00:00Z,sem viés,False,2002-07-18T03:00:00Z,2002-08-21T03:00:00Z,18.0,,1.64,17.86,
72.0,False,2002-06-19T03:00:00Z,baixa,False,2002-06-20T03:00:00Z,2002-07-17T03:00:00Z,18.5,,1.35,18.4,
71.0,False,2002-05-22T03:00:00Z,sem viés,False,2002-05-23T03:00:00Z,2002-06-19T03:00:00Z,18.5,,1.26,18.07,
70.0,False,2002-04-17T03:00:00Z,sem viés,False,2002-04-18T03:00:00Z,2002-05-22T03:00:00Z,18.5,,1.62,18.35,
69.0,False,2002-03-20T03:00:00Z,sem viés,False,2002-03-21T03:00:00Z,2002-04-17T03:00:00Z,18.5,,1.28,18.45,
68.0,False,2002-02-20T03:00:00Z,sem viés,False,2002-02-21T03:00:00Z,2002-03-20T03:00:00Z,18.75,,1.38,18.8,
67.0,False,2002-01-23T02:00:00Z,sem viés,False,2002-01-24T02:00:00Z,2002-02-20T03:00:00Z,19.0,,1.25,19.05,
66.0,False,2001-12-19T02:00:00Z,sem viés,False,2001-12-20T02:00:00Z,2002-01-23T02:00:00Z,19.0,,1.6,19.05,
65.0,False,2001-11-21T02:00:00Z,sem viés,False,2001-11-22T02:00:00Z,2001-12-19T02:00:00Z,19.0,,1.39,19.05,
64.0,False,2001-10-17T03:00:00Z,sem viés,False,2001-10-18T03:00:00Z,2001-11-21T02:00:00Z,19.0,,1.6,19.05,
63.0,False,2001-09-19T03:00:00Z,sem viés,False,2001-09-20T03:00:00Z,2001-10-17T03:00:00Z,19.0,,1.32,19.07,
62.0,False,2001-08-22T03:00:00Z,sem viés,False,2001-08-23T03:00:00Z,2001-09-19T03:00:00Z,19.0,,1.32,19.04,
61.0,False,2001-07-18T03:00:00Z,sem viés,False,2001-07-19T03:00:00Z,2001-08-22T03:00:00Z,19.0,,1.74,18.96,
60.0,False,2001-06-20T03:00:00Z,baixa,False,2001-06-21T03:00:00Z,2001-07-18T03:00:00Z,18.25,,1.34,18.31,
59.0,False,2001-05-23T03:00:00Z,sem viés,False,2001-05-24T03:00:00Z,2001-06-20T03:00:00Z,16.75,,1.17,16.76,
58.0,False,2001-04-18T03:00:00Z,sem viés,False,2001-04-19T03:00:00Z,2001-05-23T03:00:00Z,16.25,,1.45,16.3,
57.0,False,2001-03-21T03:00:00Z,sem viés,False,2001-03-22T03:00:00Z,2001-04-18T03:00:00Z,15.75,,1.11,15.84,
56.0,False,2001-02-14T03:00:00Z,sem viés,False,2001-02-15T03:00:00Z,2001-03-21T03:00:00Z,15.25,,1.3,15.2,
55.0,False,2001-01-17T02:00:00Z,sem viés,False,2001-01-18T02:00:00Z,2001-02-14T03:00:00Z,15.25,,1.13,15.19,
54.0,False,2000-12-20T02:00:00Z,sem viés,False,2000-12-21T02:00:00Z,2001-01-17T02:00:00Z,15.75,,1.05,15.76,
53.0,False,2000-11-22T02:00:00Z,sem viés,False,2000-11-23T02:00:00Z,2000-12-20T02:00:00Z,16.5,,1.21,16.38,
52.0,False,2000-10-18T02:00:00Z,sem viés,False,2000-10-19T02:00:00Z,2000-11-22T02:00:00Z,16.5,,1.41,16.56,
51.0,False,2000-09-20T03:00:00Z,sem viés,False,2000-09-21T03:00:00Z,2000-10-18T02:00:00Z,16.5,,1.16,16.6,
50.0,False,2000-08-23T03:00:00Z,sem viés,False,2000-08-24T03:00:00Z,2000-09-20T03:00:00Z,16.5,,1.16,16.54,
49.0,False,2000-07-19T03:00:00Z,sem viés,False,2000-07-20T03:00:00Z,2000-08-23T03:00:00Z,16.5,,1.53,16.51,
48.0,False,2000-07-07T03:00:00Z,baixa,True,2000-07-10T03:00:00Z,2000-07-19T03:00:00Z,17.0,,0.5,16.96,True
48.0,False,2000-06-20T03:00:00Z,baixa,False,2000-06-21T03:00:00Z,2000-07-07T03:00:00Z,17.5,,0.76,17.35,
47.0,False,2000-05-24T03:00:00Z,sem viés,False,2000-05-25T03:00:00Z,2000-06-20T03:00:00Z,18.5,,1.28,18.39,
46.0,False,2000-04-19T03:00:00Z,sem viés,False,2000-04-20T03:00:00Z,2000-05-24T03:00:00Z,18.5,,1.57,18.55,
45.0,False,2000-03-28T03:00:00Z,baixa,True,2000-03-29T03:00:00Z,2000-04-19T03:00:00Z,18.5,,1.09,18.6,True
45.0,False,2000-03-22T03:00:00Z,baixa,False,2000-03-23T03:00:00Z,2000-03-28T03:00:00Z,19.0,,0.28,18.94,
44.0,False,2000-02-16T03:00:00Z,sem viés,False,2000-02-17T03:00:00Z,2000-03-22T03:00:00Z,19.0,,1.59,18.88,
43.0,False,2000-01-19T02:00:00Z,sem viés,False,2000-01-20T02:00:00Z,2000-02-16T03:00:00Z,19.0,,1.38,18.87,
42.0,False,1999-12-15T02:00:00Z,sem viés,False,1999-12-16T02:00:00Z,2000-01-19T02:00:00Z,19.0,,1.74,19.0,
41.0,False,1999-11-10T02:00:00Z,sem viés,False,1999-11-11T02:00:00Z,1999-12-15T02:00:00Z,19.0,,1.67,18.99,
40.0,False,1999-10-06T03:00:00Z,baixa,False,1999-10-07T03:00:00Z,1999-11-10T02:00:00Z,19.0,,1.59,18.87,
39.0,False,1999-09-22T03:00:00Z,sem viés,False,1999-09-23T03:00:00Z,1999-10-06T03:00:00Z,19.0,,0.69,19.01,
38.0,False,1999-09-01T03:00:00Z,sem viés,False,1999-09-02T03:00:00Z,1999-09-22T03:00:00Z,19.5,,1.0,19.52,
37.0,False,1999-07-28T03:00:00Z,sem viés,False,1999-07-29T03:00:00Z,1999-09-01T03:00:00Z,19.5,,1.78,19.51,
36.0,False,1999-06-23T03:00:00Z,baixa,False,1999-06-24T03:00:00Z,1999-07-28T03:00:00Z,21.0,,1.9,20.88,
35.0,False,1999-06-08T03:00:00Z,baixa,True,1999-06-09T03:00:00Z,1999-06-23T03:00:00Z,22.0,,0.87,21.92,True
35.0,False,1999-05-19T03:00:00Z,baixa,False,1999-05-20T03:00:00Z,1999-06-08T03:00:00Z,23.5,,1.09,23.36,
34.0,False,1999-05-12T03:00:00Z,baixa,True,1999-05-13T03:00:00Z,1999-05-19T03:00:00Z,27.0,,0.47,26.96,True
34.0,False,1999-05-07T03:00:00Z,baixa,True,1999-05-10T03:00:00Z,1999-05-12T03:00:00Z,29.5,,0.31,29.53,True
34.0,False,1999-04-28T03:00:00Z,baixa,True,1999-04-29T03:00:00Z,1999-05-07T03:00:00Z,32.0,,0.77,31.91,True
34.0,False,1999-04-14T03:00:00Z,baixa,False,1999-04-15T03:00:00Z,1999-04-28T03:00:00Z,34.0,,1.05,33.92,
33.0,False,1999-04-05T03:00:00Z,baixa,True,1999-04-06T03:00:00Z,1999-04-14T03:00:00Z,39.5,,0.93,39.42,True
33.0,False,1999-03-25T03:00:00Z,baixa,True,1999-03-25T03:00:00Z,1999-04-05T03:00:00Z,42.0,,0.84,41.96,True
33.0,False,1999-03-04T03:00:00Z,baixa,False,1999-03-05T03:00:00Z,1999-03-24T03:00:00Z,45.0,,2.08,44.95,
32.0,False,1999-01-18T02:00:00Z,n/a,False,1999-01-19T02:00:00Z,1999-03-04T03:00:00Z,25.0,41.0,3.98,37.34,
31.0,False,1998-12-16T02:00:00Z,n/a,False,1998-12-17T02:00:00Z,1999-01-18T02:00:00Z,29.0,36.0,2.16,29.21,
30.0,False,1998-11-11T02:00:00Z,n/a,False,1998-11-12T02:00:00Z,1998-12-16T02:00:00Z,19.0,42.25,3.02,34.93,
29.0,False,1998-10-07T03:00:00Z,n/a,False,1998-10-08T03:00:00Z,1998-11-11T02:00:00Z,19.0,49.75,3.26,42.12,
28.0,True,1998-09-10T03:00:00Z,n/a,False,1998-09-11T03:00:00Z,1998-10-07T03:00:00Z,19.0,49.75,2.58,40.18,
27.0,False,1998-09-02T03:00:00Z,n/a,False,1998-09-03T03:00:00Z,1998-09-10T03:00:00Z,19.0,29.75,0.45,25.49,
26.0,False,1998-07-29T03:00:00Z,n/a,False,1998-07-30T03:00:00Z,1998-09-02T03:00:00Z,19.75,25.75,1.76,19.25,
25.0,False,1998-06-24T03:00:00Z,n/a,False,1998-06-25T03:00:00Z,1998-07-29T03:00:00Z,21.0,28.0,1.86,20.45,
24.0,False,1998-05-20T03:00:00Z,n/a,False,1998-05-21T03:00:00Z,1998-06-24T03:00:00Z,21.75,29.75,1.85,21.23,
23.0,False,1998-04-15T03:00:00Z,n/a,False,1998-04-16T03:00:00Z,1998-05-20T03:00:00Z,23.25,35.25,1.92,23.16,
22.0,False,1998-03-04T03:00:00Z,n/a,False,1998-03-05T03:00:00Z,1998-04-15T03:00:00Z,28.0,38.0,2.74,27.51,
21.0,False,1998-01-28T02:00:00Z,n/a,False,1998-01-29T02:00:00Z,1998-03-04T03:00:00Z,34.5,42.0,2.72,34.2,
20.0,False,1997-12-17T02:00:00Z,n/a,False,1998-01-02T02:00:00Z,1998-01-28T02:00:00Z,38.0,43.0,2.43,37.47,
19.0,False,1997-11-19T02:00:00Z,n/a,False,1997-12-01T02:00:00Z,1997-12-31T02:00:00Z,2.9,3.15,2.97,39.87,
18.0,True,1997-10-30T02:00:00Z,n/a,False,1997-10-31T02:00:00Z,1997-11-30T02:00:00Z,3.05,3.23,3.18,45.67,
17.0,False,1997-10-22T02:00:00Z,n/a,False,1997-11-01T02:00:00Z,1997-11-30T02:00:00Z,1.0,1.0,3.04,45.9,
16.0,False,1997-09-17T03:00:00Z,n/a,False,1997-10-01T03:00:00Z,1997-10-30T02:00:00Z,1.58,1.78,1.53,19.05,
15.0,False,1997-08-20T03:00:00Z,n/a,False,1997-09-01T03:00:00Z,1997-09-30T03:00:00Z,1.58,1.78,1.59,19.81,
14.0,False,1997-07-23T03:00:00Z,n/a,False,1997-08-01T03:00:00Z,1997-08-31T03:00:00Z,1.58,1.78,1.59,20.78,
13.0,False,1997-06-18T03:00:00Z,n/a,False,1997-07-01T03:00:00Z,1997-07-31T03:00:00Z,1.58,1.78,1.6,19.04,
12.0,False,1997-05-21T03:00:00Z,n/a,False,1997-06-01T03:00:00Z,1997-06-30T03:00:00Z,1.58,1.78,1.61,21.08,
11.0,False,1997-04-16T03:00:00Z,n/a,False,1997-05-01T03:00:00Z,1997-05-31T03:00:00Z,1.58,1.78,1.58,21.91,
10.0,False,1997-03-19T03:00:00Z,n/a,False,1997-04-01T03:00:00Z,1997-04-30T03:00:00Z,1.58,1.78,1.66,21.84,
9.0,False,1997-02-19T03:00:00Z,n/a,False,1997-03-01T03:00:00Z,1997-03-31T03:00:00Z,1.62,1.8,1.64,24.11,
8.0,False,1997-01-22T02:00:00Z,n/a,False,1997-02-01T02:00:00Z,1997-02-28T03:00:00Z,1.66,1.84,1.67,26.14,
7.0,False,1996-12-18T02:00:00Z,n/a,False,1997-01-01T02:00:00Z,1997-01-31T02:00:00Z,1.7,1.88,1.73,21.73,
6.0,False,1996-11-27T02:00:00Z,n/a,False,1996-12-01T02:00:00Z,1996-12-31T02:00:00Z,1.74,1.9,1.8,23.94,
5.0,False,1996-10-23T02:00:00Z,n/a,False,1996-11-01T02:00:00Z,1996-11-30T02:00:00Z,1.78,1.9,1.8,25.27,
4.0,False,1996-09-23T03:00:00Z,n/a,False,1996-10-01T03:00:00Z,1996-10-31T02:00:00Z,1.82,1.93,1.86,23.48,
3.0,False,1996-08-21T03:00:00Z,n/a,False,1996-09-01T03:00:00Z,1996-09-30T03:00:00Z,1.88,,1.9,25.4,
2.0,False,1996-07-30T03:00:00Z,n/a,False,1996-08-01T03:00:00Z,1996-08-31T03:00:00Z,1.9,,1.97,25.01,
1.0,False,1996-06-26T03:00:00Z,n/a,False,1996-07-01T03:00:00Z,1996-07-31T03:00:00Z,1.9,,1.93,23.28,
